"Product ID","Name","Description","Meta Title","Meta description","Meta keywords"
198,"Bloch Simona Ladies Ballroom Dance Shoes","<p>Closed toe protects the foot when partnering. Slim heel with support, stability and comfort. Adjustable strap can be worn as ankle or instep strap, self locking buckle and cushioned insole.&nbsp;</p>","Bloch Simona Ladies Ballroom Dance Shoes","Bloch Simona Ladies Ballroom Dance Shoes. Bloch professional Ballroom Dance Shoes since 1932",
199,"Bloch Xavier Mens Ballroom Dance Shoes","<p>Classic oxford upper in &nbsp;full-grain leather. Low wide heel and short shank provide arch support while maintaining flexibility for ease in demi pointe. &nbsp;&nbsp;</p>","Bloch Xavier Mens Ballroom Dance Shoes","Bloch Xavier Mens Ballroom Dance Shoes. Bloch professional Ballroom Dance Shoes since 1932",
211,"Bloch Ladies Jumpsuit","<p><strong>Fabric:</strong></p>
<p>Main - Cotton / Spandex</p>
<p>Contrast - Cotton / Spandex</p>
<p>&nbsp;</p>","Bloch Ladies Jumpsuit","Bloch Ladies Jumpsuit. Bloch professional dancewear since 1932",
212,"Bloch Ladies Loop Back Terry Midriff Sweater","<p><strong>Fabric:</strong></p>
<p>Main - Cotton / Polyester / Rayson</p>
<p>Contrast - Cotton / Spandex</p>","Bloch Ladies Loop Back Terry Midriff Sweater","Bloch Ladies Loop Back Terry Midriff Sweater. Bloch professional dancewear since 1932",
213,"Bloch Ladies Loop Back Terry Long Sweater","<p><strong>Fabric:</strong></p>
<p>Main - Cotton / Polyester / Rayson</p>
<p>Contrast - Cotton / Spandex</p>","Bloch Ladies Loop Back Terry Long Sweater","Bloch Ladies Loop Back Terry Long Sweater. Bloch professional dancewear since 1932",
214,"Bloch Covert Elastic",,"Bloch Covert Elastic","Bloch Covert Elastic. Bloch professional dancewear since 1932",
215,"Bloch Trisole-Lo Ladies Jazz Shoe","<p>Multi arching jazz shoe that moves with dancer's foot across a full range of movement.&nbsp;</p>
<p>Leather slip on with elastic instep. Rubber trisole - forefoot curls and flexes with the toes/ Rubber dots to protect the medial side of foot when contacting the floor.</p>","Bloch Trisole-Lo Ladies Jazz Shoe","Bloch trisole- lo ladies leather jazz shoes. Bloch handmade professional dance jazz shoes since 1932",
216,"Bloch Trisole-Hi Ladies Jazz Boot","<p>Multi-articulating jazz boot that moves with dancers foot across a full range of movement.</p>
<p>Neoprene mid-section for snug fit. Rubber trisole - forefoot curls and flexes with the toes. Rubber dots to protect the medial side of the foot when contacting the floor.&nbsp;</p>","Bloch Trisole-Hi Ladies Jazz Boot","Bloch trisole- lo ladies leather jazz boots. Bloch handmade professional dance jazz shoes since 1932",
217,"Bloch Ladies Braided Long Sleeve Top","<p><strong>Fabric:</strong></p>
<p>Nylon / Spadex</p>","Bloch Ladies Braided Long Sleeve Top","Bloch Ladies Braided Long Sleeve Top. Bloch professional dancewear since 1932",
218,"Bloch Ladies Longline Crop Top","<p>This Bloch Studio crop top is made in our Bloch DRITEX&trade; high performance fabric. This style combines fashion and fitness to create a supportive bustiere style active crop top. Ideal for dance class, yoga, pilates and low impact exercise.</p>
<h4></h4>
<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Longline Crop Top","Bloch Ladies Longline Crop Top. Bloch professional dancewear since 1932",
219,"Bloch Ladies Scoop Crossback Top","<p>This Bloch Studio open back active singlet is made in our Bloch DRITEX&trade; high performance fabric. The open back is a twist on the regular cross back cami which allows you to feel feminine and supported at the same time. Perfect for yoga, pilates and low to mid impact workouts.</p>
<h4></h4>
<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Scoop Crossback Top","Bloch Ladies Scoop Crossback Top. Bloch professional dancewear since 1932",
220,"Bloch Ladies Support Cross Back Crop Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Support Cross Back Crop Top","Bloch Ladies Support Cross Back Crop Top. Bloch professional dancewear since 1932",
221,"Bloch Ladies Seamless Cami","<p><strong>Fabric:</strong></p>
<p>Main - Nylon / Spandex</p>
<p>Lining - Nylon / Spandex</p>","Bloch Ladies Seamless Cami","Bloch Ladies Seamless Cami. Bloch professional dancewear since 1932",
223,"Bloch Gel Tip (L/XL) Pressure Protection","<p>Thimble like tips protect toe nails &amp; joints.</p>
<p>Can be cut to size to fit shorter toes.</p>","Bloch Gel Tip (L/XL) Pressure Protection","Bloch Gel Tip (L/XL) Pressure Protection. Bloch handmade professional ballet pointe dance shoes since 1932",
224,"Bloch Pointe Cushion (M/L)","<p>Lightweight silicon pad to be worn with pointe&nbsp;shoes for protection while en pointe.&nbsp;Provides protection to toes from pressure associated&nbsp;with pointe work.&nbsp;Washable and re-usable.&nbsp;Can be cut to size required by dancer.</p>
<p>&nbsp;</p>
<p>Size M/L fits pointe shoes size from UK 4.5 upwards.</p>","Bloch Pointe Cushion (M/L)","Bloch Pointe Cushion (M/L). Bloch handmade professional ballet pointe dance shoes since 1932",
225,"Bloch Prima Pro Pad (M/L)","<p>Thin fabric base instead of gel reduces bulk. Darts on either&nbsp;side of the upper help to create a good fit.</p>
<p>&nbsp;</p>
<p>Size M/L fits pointe shoes size from UK 4.5 upwards.</p>","Bloch Prima Pro Pad (M/L)","Bloch Prima Pro Pad (M/L). Bloch handmade professional ballet pointe dance shoes since 1932",
227,"Bloch Marcella Ladies Latin Tango Shoe","<p>Elaborated looped strap 3'' heel sandal with diamantes.&nbsp;</p>
<p>&nbsp;</p>
<p>Available from the end of January 2012.</p>","Bloch Marcella Ladies Latin Tango Shoe","Bloch Marcella Ladies Latin Tango Shoe. Elaborated looped strap 3'' heel sandal with diamantes. Bloch Handmade professional Latin and Tango dance shoes since 1932",
228,"Bloch Vida Ladies Latin Tango Shoes","<p>Elaborate looped strap 3'' heel leather sandal.</p>
<p>&nbsp;</p>
<p>Available from the end of January 2012.</p>","Bloch Vida Ladies Latin Tango Shoes","Bloch Vida Ladies Latin Tango Shoes. Elaborate looped strap 3'' heel leather sandal. Bloch Handmade professional Latin and Tango dance shoes since 1932",
229,"Bloch Rosalina Ladies Latin Tango Shoes","<p>Graceful 3'' heel sandal with fastening diamante buckle and vamp detail.&nbsp;</p>
<p>&nbsp;</p>
<p>Available from the end of January 2012.</p>","Bloch Rosalina Ladies Latin Tango Shoes","Bloch Rosalina Ladies Latin Tango Shoes. Graceful 3'' heel sandal with fastening diamante buckle and vamp detail.. Bloch Handmade professional Latin and Tango dance shoes since 1932",
230,"Bloch Vitoria Ladies Latin Tango Shoes","<p>Twist strap 3'' heel sandal with gold piping and diamante buckle.&nbsp;</p>
<p>&nbsp;</p>
<p>Available from the end of January 2012.</p>","Bloch Vitoria Ladies Latin Tango Shoes","Bloch Vitoria Ladies Latin Tango Shoes. Twist strap 3'' heel sandal with gold piping and diamante buckle.. Bloch Handmade professional Latin and Tango dance shoes since 1932",
233,"Bloch Adora Ladies Latin Tango Shoes","<p>Silver trimmed skinny strap 3'' flared heel sandal with fastening diamante buckle and vamp detail.</p>
<p>&nbsp;</p>
","Bloch Adora Ladies Latin Tango Shoes","Bloch Adora Ladies Latin Tango Shoes. Silver trimmed skinny strap 3'' flared heel sandal with fastening diamante buckle and vamp detail.. Bloch Handmade professional Latin and Tango dance shoes since 1932",
234,"Bloch Guilia Ladies Latin Tango Shoes","<p>T-bar 3'' heel sandal with diamantes and unique wrap-around strap design on heel counter.&nbsp;</p>
<p>&nbsp;</p>","Bloch Guilia Ladies Latin Tango Shoes","Bloch Guilia Ladies Latin Tango Shoes. T-bar 3'' heel sandal with diamantes and unique wrap-around strap design on heel counter.. Bloch Handmade professional Latin and Tango dance shoes since 1932",
236,"Bloch Lelah Ladies Latin Tango Shoes","<p>Classic satin 2'' heel sandal with contrasting gold piping, heel and strap.&nbsp;</p>
<p>&nbsp;</p>","Bloch Lelah Ladies Latin Tango Shoes","Bloch Lelah Ladies Latin Tango Shoes. Classic satin 2'' heel sandal with contrasting gold piping, heel and strap.. Bloch Handmade professional Latin and Tango dance shoes since 1932",
237,"Bloch Aliyah Ladies Latin Tango Shoes","<p>Light-weight, classic four strap 2'' heel sandal with unique wrap around strap design on heel counter.&nbsp;</p>","Bloch Aliyah Ladies Latin Tango Shoes","Bloch Aliyah Ladies Latin Tango Shoes. Light-weight, classic four strap 2'' heel sandal with unique wrap around strap design on heel counter.. Bloch Handmade professional Latin and Tango dance shoes since 1932",
238,"Bloch Ladies Knit V Neck Long Sleeve Top","<p><strong>Fabric:</strong></p>
<p>Cotton</p>","Bloch Ladies Knit V Neck Long Sleeve Top","Bloch Ladies Knit V Neck Long Sleeve Top. Bloch professional dancewear since 1932",
239,"Bloch Ladies Varsity 3/4 Pants","<p>This Bloch Studio relaxed fit varsity crop pant is made in a lightweight cotton terry. Ideal for a low to medium impact workout.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Mini French Terry</p>","Bloch Ladies Varsity 3/4 Pants","Bloch Ladies Varsity 3/4 Pants. Bloch professional dancewear since 1932",
240,"Bloch Ladies Soft Modal X-Over Jersey","<p><strong>Fabric:</strong></p>
<p>Pique Mesh / Fine Jersey</p>","Bloch Ladies Soft Modal X-Over Jersey","Bloch Ladies Soft Modal X-Over Jersey. Bloch professional dancewear since 1932",
241,"Bloch Ladies Raglan Sleeve Top","<p>This Bloch Studio raglan two tone baseball style top is made from lightweight super soft modal jersey. The relaxed fit makes it perfect for walking or low impact exercise.&nbsp;</p>
<h4><span style=""font-weight: normal;""><strong>Fabric:</strong></span></h4>
<p>Pique Mesh / Fine Jersey</p>","Bloch Ladies Raglan Sleeve Top","Bloch Ladies Raglan Sleeve Top. Bloch professional dancewear since 1932",
243,"Bloch Ladies V Neck Bodysuit","<p>This Bloch Studio bodysuit is made from a super soft lightweight rib. It is the ultimate basic for your wardrobe. Team it up with shorts, pants or tights as the base for layering up.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Rib Modal</p>","Bloch Ladies V Neck Bodysuit","Bloch Ladies V Neck Bodysuit. Bloch professional dancewear since 1932",
244,"Bloch Ladies Round Neck Rib Singlet","<p><strong>Fabric:</strong></p>
<p>Rib Modal</p>","Bloch Ladies Round Neck Rib Singlet","Bloch Ladies Round Neck Rib Singlet. Bloch professional dancewear since 1932",
245,"Bloch Ladies Mesh Splice Round Back Cami","<p><strong>Fabric:</strong></p>
<p>Dritex Mesh</p>","Bloch Ladies Mesh Splice Round Back Cami","Bloch Ladies Mesh Splice Round Back Cami. Bloch professional dancewear since 1932",
246,"Bloch Ladies Knit Jumpsuit","<p>This adorable Bloch Studio all in one jumpsuit made from a light weight super fine summer knit. A great warm up item for dancers or perfect item to add to you fashion wardrobe.&nbsp;</p>
<h4></h4>
<p><strong>Fabric:</strong></p>
<p>Cotton</p>","Bloch Ladies Knit Jumpsuit","Bloch Ladies Knit Jumpsuit. Bloch professional dancewear since 1932",
247,"Bloch Ladies Varsity Shorts","<p>This Bloch Studio french terry short is made in a light weight summer french terry. This comfortable style is perfect for low to mid impact exercise.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Mni French Terry</p>","Bloch Ladies Varsity Shorts","Bloch Ladies Varsity Shorts. Bloch professional dancewear since 1932",
248,"Bloch Ladies Loose Fit Track Pants","<p><strong>Fabric:</strong></p>
<p>Cotton</p>
<p>&nbsp;</p>","Bloch Ladies Loose Fit Track Pants","Bloch Ladies Loose Fit Track Pants. Bloch professional dancewear since 1932",
250,"Bloch Ladies Jersey Shorts","<p>This Bloch Studio short is made in a lightweight super soft modal jersey and has bulit in underwear for modesty. Perfect for dancing and low impact exercise like walking and yoga.<strong></strong></p>
<p><strong>Fabric:</strong></p>
<p>Pique Mesh / Jersey</p>","Bloch Ladies Jersey Shorts","Bloch Ladies Jersey Shorts. Bloch professional dancewear since 1932",
251,"Bloch Ladies Saddle Stitched Gathered Top ","<p>This fashionable Bloch Studio active singlet is made in our Bloch DRITEX&trade; high performance fabric. With its gathered detail and comfortable racer back, it it the perfect fusion of fashion and fitness. Ideal for a workouts at the gym, pliates and yoga.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Saddle Stitched Gathered Top ","Bloch Ladies Saddle Stitched Gathered Top . Bloch professional dancewear since 1932",
252,"Bloch Ladies Gathered Side Shorts","<p>This Bloch Studio micro short is made in our Bloch DRITEX&trade; high performance fabric. This cheeky style is ideal for dance class and aerobic workouts. &nbsp;<strong>&nbsp;</strong></p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Ladies Gathered Side Shorts","Bloch Ladies Gathered Side Shorts. Bloch professional dancewear since 1932",
253,"Bloch Wave Womens Sneakers","<p>Built in arch support to elevate and accentuate the arch.&nbsp;Cushioned heel for shock absorption and comfort.&nbsp;Flexible non marking outsole with TPU spin spot.&nbsp;Lightweight breathable mesh upper and dri-lex&nbsp;lining with wicking properties.</p>","Bloch Wave Womens Sneakers","Bloch Wave Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
254,"Bloch Amalgam Womens Sneakers","<p>Crossover jazz shoe to dance sneaker with leather&nbsp;and mesh upper.&nbsp;Ultra lightweight, flexible design providing freedom&nbsp;to move for the feet through all positions.&nbsp;Feminine form with exaggerated arch profile&nbsp;creating an elegant fit.&nbsp;Dri-Lex lining that is non-wrinkling, breathable and&nbsp;odor/mildew resistant.&nbsp;Non-marking thin split sole and intelligent flat&nbsp;lacing system.</p>","Bloch Amalgam Womens Sneakers","Bloch Amalgam Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
255,"Bloch Boost DRT Womens Sneakers","<p>Boost DRT incorporates super lightweight materials and a custom fit to provide support &amp; optimum arch fit. The cushioned heel provides comfort, while the spin spot and flexible split sole make this shoe articulate and supportive. All time favourite.&nbsp;</p>","Bloch Boost DRT Womens Sneakers","Bloch Boost DRT Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
256,"Bloch Criss Cross Womens Sneakers","<p>Versatile split-sole dance sneaker with built in arch support. Flexible non marking outsole with functional TPU spin spot. Lightweight breathable mesh upper and dri-lex lining with wicking properties.</p>","Bloch Criss Cross Womens Sneakers","Bloch Criss Cross Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
257,"Bloch Evolution Womens Sneakers","<p>Leather and mesh low profile dance sneaker.&nbsp;Non-marking outsole.&nbsp;EVA foam midsole for comfort and shock absorption.&nbsp;Removable sock liner for comfort.</p>","Bloch Evolution Womens Sneakers","Bloch Evolution Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
258,"Bloch Flash Womens Sneakers","<p>Versatile split sole dance sneaker with built in arch support. Coloured, flexible non-marking outsole with functional TPU spin spot. Breathable mesh upper and dri-lex lining with wicking properties.</p>","Bloch Flash Womens Sneakers","Bloch Flash Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
259,"Bloch Twist Womens Sneakers","<p>Built in arch support to accentuate the arch.&nbsp;High density non marking TPU outsole with&nbsp;functional spin spot.&nbsp;Features a cushioned heel for shock absorption&nbsp;and comfort.&nbsp;Breathable mesh upper and dri-lex lining with&nbsp;wicking properties.</p>","Bloch Twist Womens Sneakers","Bloch Twist Womens Sneakers. The only trainer shoes specially designed for the needs of street dancers. Bloch handmade professional dance shoes since 1932",
260,"Bloch Knee Length Circle Skirt","<p class=""sizes"">Knee length circle skirt with elastic waist yoke.</p>
<p class=""sizes""><strong>Fabric:</strong>&nbsp;&nbsp;</p>
<p class=""sizes"">Polyester / Spandex</p>","Bloch Knee Length Circle Skirt","Bloch Knee Length Circle Skirt. Bloch professional dancewear since 1932",
261,"Bloch Noa Hot Pants  ","<p>
<div><strong>Fabric:</strong></div>
<div></div>
<div>Microlux nylon / Spandex</div>
</p>","Bloch Noa Hot Pants  ","Bloch Noa Hot Pants  . Bloch professional dancewear since 1932",
262,"Bloch Emerge Nylon Mesh Dance Dress","<p><strong>Fabric:</strong></p>
<p>Nylon Mesh</p>","Bloch Emerge Nylon Mesh Dance Dress","Bloch Emerge Nylon Mesh Dance Dress. Bloch professional dancewear since 1932",
263,"Bloch Womens Genie Harem Dance Pants","<p><strong>Fabric:</strong></p>
<p>Cotton</p>","Bloch Womens Genie Harem Dance Pants","Bloch Womens Genie Harem Dance Pants. Bloch professional dancewear since 1932",
264,"Bloch Multi-Compartment Bag",,"Bloch Multi-Compartment Bag","Bloch Multi-Compartment Bag. Bloch professional dancewear since 1932",
265,"Bloch Pointe Shoe Key Ring",,"Bloch Pointe Shoe Key Ring","Bloch Pointe Shoe Key Ring",
266,"Bloch Ballet Bag","<p>COMING SOON</p>","Bloch Ballet Bag","Bloch Ballet Bag. Bloch professional dancewear since 1932",
267,"Bloch Mens Narrow Waist Dance Belt",,"Bloch Mens Narrow Waist Dance Belt","Bloch Mens Narrow Waist Dance Belt. Bloch professional dancewear since 1932",
268,"Bloch Prolite Girls Satin Ballet Shoes","<p>Satin full sole with otton lining and suede insock.</p>","Bloch Prolite Girls Satin Ballet Shoes","Bloch Prolite Girls Satin Ballet Shoes. Bloch professional ballet shoes since 1932",
269,"Bloch Womens Body Warmer ","<p class=""sizes"">Body warmer with narrow fitting legs, has a ribbed top that can be folded down over the hips.</p>
<p class=""sizes""><strong>Fabric:</strong>&nbsp;<br />Plain and Rib Knit - Rayon / Nylon / Spandex</p>","Bloch Womens Body Warmer ","Bloch Womens Body Warmer . Bloch professional dancewear since 1932",
270,"Bloch Womens Long Sleeve Tie Top Dance Cardigan","<p class=""sizes"">Long sleeve tie top sweater in fine gauge jersey knit, has ribbed trim at arm openings.</p>
<p class=""sizes""><strong>Fabric:</strong><br />Jersey and Rib - Rayon / Nylon / Spandex</p>","Bloch Womens Long Sleeve Tie Top Dance Cardigan","Bloch Womens Long Sleeve Tie Top Dance Cardigan. Bloch professional dancewear since 1932",
271,"Bloch Womens Long Sleeve Shrug with Thumbholes","<p class=""sizes"">Long sleeve shrug in fine gauge jersey knit with thumb holes and ribbed trim at arm openings.</p>
<p class=""sizes""><strong>Fabric:</strong><br />Jersey and Rib - Rayon / Nylon / Spandex</p>","Bloch Womens Long Sleeve Shrug with Thumbholes","Bloch Womens Long Sleeve Shrug with Thumbholes. Bloch professional dancewear since 1932",
272,"Bloch Womens Convertible Dance Full Body","<p><strong>Fabric:</strong></p>
<p>Nylon / Spandex</p>","Bloch Womens Convertible Dance Full Body","Bloch Womens Convertible Dance Full Body. Bloch professional dancewear since 1932",
273,"Bloch Loulana V-link Dance Leotard","<p>V-link rouleaux front leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex sheer</p>","Bloch Loulana V-link Dance Leotard","Bloch Loulana V-link Dance Leotard. Bloch professional dancewear since 1932",
274,"Bloch Ilima V-link Dance Leotard","<p>V-link rouleaux back leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex sheer</p>","Bloch Ilima V-link Dance Leotard","Bloch Ilima V-link Dance Leotard. Bloch professional dancewear since 1932",
275,"Bloch Kanani Halter Dance Leotard","<p>Back band halter leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Dritex Nylon / Spandex</p>","Bloch Kanani Halter Dance Leotard","Bloch Kanani Halter Dance Leotard. Bloch professional dancewear since 1932",
276,"Bloch Wrap Womens Dance Shorts","<p>This Bloch Studio micro short is made in our Bloch DRITEX&trade; high performance fabric. The wrap waistband detail provides a flattering yet fashionable look. Ideal for dance class, yoga and pilates.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Pique Mesh / Dritex</p>","Bloch Wrap Womens Dance Shorts","Bloch Wrap Womens Dance Shorts. Bloch professional dancewear since 1932",
277,"Bloch Gather Wrap Dance Leggings","<p>This Bloch Studio full length tight is made in our Bloch DRITEX&trade; high performance fabric. The wrap waistband detail provides a flattering yet fashionable look. Ideal for dance class, yoga and pilates.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Pique Mesh / Dritex</p>","Bloch Gather Wrap Dance Leggings","Bloch Gather Wrap Dance Leggings. Bloch professional dancewear since 1932",
278,"Bloch Womens Long Sleeved Midrift Dance Top","<p><strong>Fabric:</strong></p>
<p>Dritex</p>","Bloch Womens Long Sleeved Midrift Dance Top","Bloch Womens Long Sleeved Midrift Dance Top. Bloch professional dancewear since 1932",
279,"Bloch Rip Stop Womens Warm Up Pants","<p><strong>Fabric:</strong></p>
<p>Rip Stop</p>","Bloch Rip Stop Womens Warm Up Pants","Bloch Rip Stop Womens Warm Up Pants. Bloch professional dancewear since 1932",
280,"Bloch Rip Stop Womens Dance Shorts","<p><strong>Fabric:</strong></p>
<p>Rip Stop</p>","Bloch Rip Stop Womens Dance Shorts","Bloch Rip Stop Womens Dance Shorts. Bloch professional dancewear since 1932",
281,"Bloch Twin Strap Diamante Front Leotard","<p>Fabric:</p>
<p>Meryl&reg; / Spandex</p>","Bloch Twin Strap Diamante Front Leotard","Bloch Twin Strap Diamante Front Leotard. Bloch professional dancewear since 1932",
282,"Bloch Drawstring Knit Dance Shorts","<p><strong>Fabric:</strong></p>
<p>Acrylic</p>","Bloch Drawstring Knit Dance Shorts","Bloch Drawstring Knit Dance Shorts. Bloch professional dancewear since 1932",
283,"Bloch Cable Knit Crop Dance Jumper","<p><strong>Fabric:</strong></p>
<p>Acrylic</p>
<p>&nbsp;</p>","Bloch Cable Knit Crop Dance Jumper","Bloch Cable Knit Crop Dance Jumper. Bloch professional dancewear since 1932",
284,"Bloch V Neck Open Back Knit Dance Jumper","<p><strong>Fabric:</strong></p>
<p>Acrylic</p>
<p>&nbsp;</p>","Bloch V Neck Open Back Knit Dance Jumper","Bloch V Neck Open Back Knit Dance Jumper. Bloch professional dancewear since 1932",
285,"Bloch Twist Front Knit Headband","<p><strong>Fabric:</strong></p>
<p>Acrylic</p>","Bloch Twist Front Knit Headband","Bloch Twist Front Knit Headband. Bloch professional dancewear since 1932",
286,"Bloch Loop Back Womens Dance Shorts","<p><strong>Fabric:</strong></p>
<p>Cotton / Polyester / Rayon</p>","Bloch Loop Back Womens Dance Shorts","Bloch Loop Back Womens Dance Shorts. Bloch professional dancewear since 1932",
287,"Bloch Loop Back Womens Dance Pants","<p><strong>Fabric:</strong></p>
<p>Cotton / Polyester / Rayon&nbsp;</p>","Bloch Loop Back Womens Dance Pants","Bloch Loop Back Womens Dance Pants. Bloch professional dancewear since 1932",
288,"Bloch Axiom Pointe Ballet Shoes","<p>The Axiom is built on a similar last to the Heritage giving the shoe a flatter aesthetic. It features a U shaped vamp, lower sides and angled seaming.&nbsp;</p>","Bloch Axiom Pointe Ballet Shoes","Bloch Axiom Pointe Ballet Shoes. Bloch professional ballet shoes since 1932",
292,"Bloch Bakani Pleated Cross Halter Dance Leotard ","<p>Pleated cross front halter leotard.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Microlux&trade; Nylon / Spandex</p>
<p>Contrast - Polyester / Spandex Pleated&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>
<p><strong><br /></strong></p>","Bloch Bakani Pleated Cross Halter Dance Leotard ","Bloch Bakani Pleated Cross Halter Dance Leotard . Bloch professional dancewear since 1932",
293,"Bloch Abelo Pleated Chevron Cami Dance Leotard","<p>Pleated band chevron front cami leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Microlux&trade; Nylon / Spandex</p>
<p>Contrast - Polyester / Spandex Pleated&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>","Bloch Abelo Pleated Chevron Cami Dance Leotard","Bloch Abelo Pleated Chevron Cami Dance Leotard. Bloch professional dancewear since 1932",
294,"Bloch Abassi Pleated Overlap V-back Dance Leotard","<p>Pleated ovelap V-back cami leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Microlux&trade; Nylon / Spandex</p>
<p>Contrast - Polyester / Spandex Pleated&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>","Bloch Abassi Pleated Overlap V-back Dance Leotard","Bloch Abassi Pleated Overlap V-back Dance Leotard. Bloch professional dancewear since 1932",
295,"Bloch Abeni Pleated Overlap Cap Dance Leotard","<p>Pleated overlap front cap sleeve leotard.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Microlux&trade; Nylon / Spandex</p>
<p>Contrast - Polyester / Spandex Pleated&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>
<p><strong><br /></strong></p>","Bloch Abeni Pleated Overlap Cap Dance Leotard","Bloch Abeni Pleated Overlap Cap Dance Leotard. Bloch professional dancewear since 1932",
296,"Bloch Kate 3/4 V-front Neck Dance Leotard","<p>3/4 sleeve V-front neck leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex&trade; Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex Lace&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>","Bloch Kate 3/4 V-front Neck Dance Leotard","Bloch Kate 3/4 V-front Neck Dance Leotard. Bloch professional dancewear since 1932",
297,"Bloch Chipo Lace Back Halter Dance Leotard","<p>Lace back band halter leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex&trade; Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex Lace&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>","Bloch Chipo Lace Back Halter Dance Leotard","Bloch Chipo Lace Back Halter Dance Leotard. Bloch professional dancewear since 1932",
298,"Bloch Ebo Lace Neck Halter Dance Leotard","<p>Lace neck band halter leotard with buttons.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex&trade; Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex Lace&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>","Bloch Ebo Lace Neck Halter Dance Leotard","Bloch Ebo Lace Neck Halter Dance Leotard. Bloch professional dancewear since 1932",
299,"Bloch Chiwa Button Back Lace Dance Leotard","<p>Button back cap sleeve lace leotard.</p>
<p>&nbsp;</p>
<p><strong>Fabric:</strong></p>
<p>Main - Dritex&trade; Nylon / Spandex</p>
<p>Contrast - Nylon / Spandex Lace&nbsp;</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>","Bloch Chiwa Button Back Lace Dance Leotard","Bloch Chiwa Button Back Lace Dance Leotard. Bloch professional dancewear since 1932",
300,"Bloch Floral Gel Print Tank Dance Leotard","<p><strong>Fabric:</strong></p>
<p>Main - Microlux&trade; Nylon / Spandex</p>
<p>Contrast -&nbsp;Microlux&trade; Nylon / Spandex Printed</p>
<p>&nbsp;</p>
<p>SPRING/SUMMER 2012</p>
<p>COMING SOON!</p>
<p><strong><br /></strong></p>","Bloch Floral Gel Print Tank Dance Leotard","Bloch Floral Gel Print Tank Dance Leotard. Bloch professional dancewear since 1932",
